product_id,competitor_name,competitor_price,recorded_date,region
P006,Competitor_C,1267.99,2025-04-09,Islamabad
P007,Competitor_A,2268.24,2024-11-16,Peshawar
P002,Competitor_C,1476.58,2024-04-03,Islamabad
P003,Competitor_C,311.74,2025-07-23,Faisalabad
P006,Competitor_B,1233.06,2025-11-17,Peshawar
P012,Competitor_A,783.9,2024-02-22,Lahore
P010,Competitor_B,1740.94,2025-06-03,Karachi
P002,Competitor_A,1464.46,2024-12-24,Islamabad
P010,Competitor_C,1870.14,2024-08-19,Faisalabad
P010,Competitor_A,1851.69,2025-11-22,Islamabad
P001,Competitor_A,1011.86,2024-07-03,Islamabad
P006,Competitor_C,1233.57,2024-01-07,Peshawar
P002,Competitor_C,1523.15,2024-05-25,Karachi
P007,Competitor_A,2116.65,2025-03-05,Islamabad
P012,Competitor_C,773.55,2024-11-28,Lahore
P003,Competitor_C,306.03,2024-06-10,Islamabad
P008,Competitor_A,959.95,2025-11-08,Peshawar
P005,Competitor_C,3620.4,2024-08-08,Lahore
P005,Competitor_C,3516.41,2025-11-25,Islamabad
P001,Competitor_A,1040.69,2024-08-13,Lahore
P004,Competitor_B,2449.58,2024-11-04,Islamabad
P005,Competitor_B,3684.25,2024-12-01,Peshawar
P003,Competitor_B,298.67,2024-05-12,Faisalabad
P009,Competitor_C,747.62,2025-11-15,Lahore
P007,Competitor_C,2254.77,2024-01-20,Islamabad
P010,Competitor_B,1741.33,2025-03-15,Peshawar
P005,Competitor_B,3673.47,2024-04-27,Karachi
P010,Competitor_A,1776.28,2025-04-16,Lahore
P004,Competitor_C,2507.81,2025-03-22,Peshawar
P005,Competitor_A,3327.49,2026-02-02,Karachi
P002,Competitor_C,1578.94,2025-06-06,Islamabad
P006,Competitor_C,1221.52,2026-01-14,Islamabad
P004,Competitor_C,2377.34,2024-06-26,Lahore
P003,Competitor_C,293.01,2026-03-02,Faisalabad
P008,Competitor_B,902.83,2025-11-28,Islamabad
P011,Competitor_A,1552.19,2024-11-19,Peshawar
P011,Competitor_C,1641.76,2024-11-06,Faisalabad
P002,Competitor_B,1591.72,2024-11-13,Islamabad
P005,Competitor_B,3581.92,2024-03-19,Peshawar
P008,Competitor_C,887.24,2025-08-17,Lahore
P008,Competitor_C,901.5,2025-08-08,Faisalabad
P003,Competitor_A,301.12,2024-03-04,Islamabad
P012,Competitor_C,810.18,2024-03-27,Karachi
P012,Competitor_B,818.15,2025-03-24,Karachi
P006,Competitor_B,1179.59,2025-01-16,Islamabad
P011,Competitor_B,1640.15,2025-09-04,Islamabad
P002,Competitor_C,1502.64,2024-12-03,Islamabad
P005,Competitor_A,3714.02,2026-01-11,Lahore
P010,Competitor_C,1737.87,2025-11-10,Peshawar
P003,Competitor_A,302.42,2025-09-01,Islamabad
P003,Competitor_C,322.02,2025-11-17,Peshawar
P009,Competitor_A,684.52,2025-01-05,Karachi
P006,Competitor_B,1262.63,2026-02-23,Karachi
P002,Competitor_C,1544.73,2024-10-29,Faisalabad
P001,Competitor_C,1041.88,2025-11-08,Karachi
P010,Competitor_A,1801.05,2025-01-20,Faisalabad
P003,Competitor_C,285.21,2026-01-08,Karachi
P008,Competitor_A,951.32,2025-09-17,Peshawar
P004,Competitor_B,2675.91,2025-06-30,Peshawar
P004,Competitor_B,2403.65,2025-01-11,Islamabad
P007,Competitor_B,2153.43,2025-05-29,Karachi
P010,Competitor_A,1852.51,2024-05-21,Islamabad
P009,Competitor_C,699.97,2024-04-15,Lahore
P003,Competitor_B,308.94,2024-10-06,Peshawar
P002,Competitor_C,1480.86,2024-08-15,Lahore
P007,Competitor_C,2106.43,2024-02-24,Peshawar
P002,Competitor_A,1549.86,2025-01-18,Lahore
P012,Competitor_B,761.11,2025-10-27,Lahore
P005,Competitor_C,3748.5,2025-04-28,Peshawar
P010,Competitor_C,1776.93,2024-01-06,Karachi
P009,Competitor_A,736.34,2026-01-14,Islamabad
P004,Competitor_C,2542.64,2024-11-04,Faisalabad
P008,Competitor_A,926.98,2024-03-05,Faisalabad
P009,Competitor_C,668.28,2024-01-17,Karachi
P005,Competitor_A,3623.03,2025-03-15,Faisalabad
P007,Competitor_A,2114.84,2024-07-10,Lahore
P009,Competitor_B,735.95,2025-07-11,Faisalabad
P001,Competitor_B,1037.06,2025-02-03,Islamabad
P005,Competitor_B,3591.67,2026-02-04,Islamabad
P004,Competitor_C,2379.99,2026-01-20,Islamabad
P003,Competitor_C,287.68,2024-02-15,Karachi
P011,Competitor_A,1634.32,2025-04-20,Karachi
P002,Competitor_C,1586.8,2026-01-03,Lahore
P004,Competitor_C,2488.13,2024-02-12,Peshawar
P009,Competitor_B,685.59,2025-04-29,Karachi
P005,Competitor_A,3531.92,2024-12-31,Islamabad
P002,Competitor_B,1537.11,2025-01-11,Peshawar
P007,Competitor_B,2140.06,2024-12-13,Islamabad
P009,Competitor_C,674.69,2024-09-30,Peshawar
P010,Competitor_A,1827.74,2024-07-03,Lahore
P006,Competitor_B,1287.73,2025-11-07,Peshawar
P003,Competitor_C,322.31,2025-12-07,Islamabad
P010,Competitor_C,1900.28,2025-03-21,Lahore
P002,Competitor_C,1473.78,2025-11-18,Karachi
P001,Competitor_B,1075.59,2024-05-26,Lahore
P003,Competitor_C,303.86,2024-03-09,Islamabad
P007,Competitor_A,2306.64,2025-08-03,Peshawar
P006,Competitor_B,1246.33,2025-01-15,Karachi
P009,Competitor_C,743.44,2025-01-10,Karachi
P002,Competitor_B,1447.67,2024-01-27,Faisalabad
P002,Competitor_A,1499.62,2024-09-25,Faisalabad
P005,Competitor_A,3633.0,2025-12-11,Lahore
P008,Competitor_A,948.62,2024-06-25,Islamabad
P011,Competitor_B,1718.73,2024-12-21,Islamabad
P003,Competitor_C,305.89,2025-12-29,Karachi
P002,Competitor_C,1587.27,2024-07-24,Lahore
P006,Competitor_A,1184.82,2025-07-21,Faisalabad
P003,Competitor_B,311.27,2025-09-18,Peshawar
P009,Competitor_B,671.92,2025-02-24,Karachi
P006,Competitor_A,1214.34,2025-10-19,Faisalabad
P006,Competitor_B,1174.1,2024-05-11,Karachi
P007,Competitor_C,2166.96,2025-05-29,Karachi
P005,Competitor_C,3635.81,2024-06-17,Karachi
P006,Competitor_A,1217.84,2025-06-15,Karachi
P011,Competitor_A,1568.85,2025-07-18,Faisalabad
P009,Competitor_A,744.42,2024-04-05,Faisalabad
P003,Competitor_A,293.94,2024-06-24,Islamabad
P010,Competitor_A,1905.7,2024-02-12,Faisalabad
P005,Competitor_B,3395.98,2025-10-28,Faisalabad
P011,Competitor_A,1544.93,2024-02-01,Islamabad
P011,Competitor_A,1660.57,2024-11-05,Peshawar
P005,Competitor_C,3549.16,2025-04-09,Peshawar
P007,Competitor_A,2308.57,2025-05-10,Karachi
P006,Competitor_C,1289.45,2026-01-05,Islamabad
P007,Competitor_B,2196.16,2024-05-13,Islamabad
P004,Competitor_B,2535.01,2025-04-22,Karachi
P002,Competitor_C,1594.41,2024-02-21,Faisalabad
P007,Competitor_B,2142.3,2024-09-11,Faisalabad
P012,Competitor_C,789.15,2024-11-16,Faisalabad
P008,Competitor_A,942.77,2025-05-25,Peshawar
P009,Competitor_A,669.93,2025-04-13,Lahore
P001,Competitor_B,1012.18,2024-10-15,Peshawar
P005,Competitor_C,3339.82,2025-07-03,Karachi
P005,Competitor_B,3504.14,2026-01-14,Lahore
P007,Competitor_C,2311.91,2024-02-22,Faisalabad
P005,Competitor_B,3769.31,2024-03-16,Faisalabad
P005,Competitor_C,3560.78,2025-09-30,Lahore
P007,Competitor_B,2287.11,2025-01-17,Karachi
P004,Competitor_A,2594.08,2025-09-08,Lahore
P001,Competitor_B,1025.53,2024-05-20,Peshawar
P003,Competitor_B,299.1,2025-09-12,Faisalabad
P006,Competitor_B,1169.2,2024-06-15,Islamabad
P010,Competitor_B,1765.49,2024-12-10,Peshawar
P012,Competitor_B,859.69,2025-07-30,Islamabad
P006,Competitor_B,1197.08,2025-11-20,Islamabad
P012,Competitor_B,804.09,2025-12-05,Faisalabad
P010,Competitor_B,1873.97,2024-08-21,Faisalabad
P011,Competitor_B,1595.94,2026-01-08,Karachi
P011,Competitor_B,1578.16,2024-09-05,Lahore
P004,Competitor_A,2560.71,2024-01-20,Peshawar
P012,Competitor_C,831.35,2024-07-27,Peshawar
P012,Competitor_A,834.96,2026-01-14,Karachi
P009,Competitor_A,715.54,2024-11-28,Karachi
P008,Competitor_B,877.94,2025-06-29,Islamabad
P010,Competitor_C,1744.99,2025-05-10,Faisalabad
P005,Competitor_A,3405.36,2024-08-18,Karachi
P012,Competitor_B,773.99,2025-12-22,Faisalabad
P012,Competitor_C,813.77,2024-10-07,Faisalabad
P007,Competitor_C,2180.3,2025-02-08,Karachi
P005,Competitor_B,3461.52,2024-02-13,Islamabad
P008,Competitor_C,955.44,2025-11-02,Karachi
P009,Competitor_A,701.25,2024-10-04,Lahore
P010,Competitor_C,1748.22,2026-01-28,Faisalabad
P004,Competitor_A,2639.49,2025-10-15,Islamabad
P012,Competitor_B,847.25,2025-04-28,Lahore
P009,Competitor_A,705.94,2024-06-10,Peshawar
P008,Competitor_B,885.39,2025-10-28,Islamabad
P005,Competitor_B,3579.96,2025-10-23,Faisalabad
P004,Competitor_B,2486.85,2025-07-01,Peshawar
P003,Competitor_B,289.73,2024-02-07,Islamabad
P001,Competitor_C,1075.21,2024-01-10,Islamabad
P005,Competitor_A,3587.47,2025-04-10,Karachi
P009,Competitor_C,724.07,2025-04-24,Islamabad
P003,Competitor_A,323.2,2026-01-18,Karachi
P001,Competitor_B,996.16,2026-01-24,Karachi
P003,Competitor_C,304.91,2025-09-17,Islamabad
P002,Competitor_C,1512.15,2025-02-14,Peshawar
P006,Competitor_A,1199.45,2024-09-11,Peshawar
P005,Competitor_B,3536.01,2024-12-03,Lahore
P005,Competitor_A,3720.06,2025-10-31,Lahore
P008,Competitor_C,949.5,2024-11-10,Islamabad
P012,Competitor_B,803.87,2024-04-30,Karachi
P003,Competitor_C,307.29,2025-05-04,Islamabad
P007,Competitor_A,2112.63,2025-12-19,Faisalabad
P011,Competitor_B,1567.47,2024-08-11,Lahore
P009,Competitor_B,724.42,2025-04-02,Faisalabad
P002,Competitor_C,1477.16,2024-03-04,Faisalabad
P009,Competitor_C,700.99,2024-06-02,Peshawar
P002,Competitor_B,1577.29,2025-11-27,Lahore
P009,Competitor_B,733.06,2025-04-01,Peshawar
P008,Competitor_C,967.97,2025-07-31,Islamabad
P012,Competitor_B,777.4,2024-01-23,Karachi
P010,Competitor_A,1739.26,2024-03-15,Lahore
P009,Competitor_A,725.24,2024-03-02,Lahore
P005,Competitor_C,3643.82,2025-02-22,Peshawar
P006,Competitor_A,1172.85,2025-01-26,Peshawar
P007,Competitor_B,2119.46,2024-03-23,Islamabad
P002,Competitor_A,1607.67,2024-07-01,Karachi
P001,Competitor_B,1021.3,2026-02-13,Faisalabad
P007,Competitor_A,2310.49,2025-06-28,Peshawar
P006,Competitor_C,1259.34,2024-06-07,Lahore
P001,Competitor_A,963.51,2025-11-07,Lahore
P004,Competitor_C,2425.46,2024-07-30,Peshawar
P010,Competitor_C,1927.99,2025-11-19,Peshawar
P008,Competitor_B,891.2,2024-08-27,Lahore
P003,Competitor_A,313.77,2025-05-30,Faisalabad
P006,Competitor_B,1237.73,2025-08-14,Islamabad
P004,Competitor_A,2546.19,2024-11-05,Karachi
P007,Competitor_A,2098.17,2024-11-03,Faisalabad
P012,Competitor_C,797.11,2024-06-28,Islamabad
P011,Competitor_B,1699.76,2025-11-18,Peshawar
P007,Competitor_B,2368.84,2024-06-01,Faisalabad
P008,Competitor_C,964.38,2024-09-03,Karachi
P008,Competitor_C,907.05,2024-02-29,Faisalabad
P009,Competitor_C,714.08,2024-05-17,Islamabad
P011,Competitor_C,1644.3,2024-03-21,Faisalabad
P012,Competitor_C,837.89,2024-07-14,Faisalabad
P010,Competitor_C,1811.78,2024-02-10,Faisalabad
P012,Competitor_C,826.51,2025-11-18,Islamabad
P005,Competitor_B,3738.56,2024-01-16,Lahore
P012,Competitor_B,816.13,2026-02-11,Faisalabad
P012,Competitor_A,805.95,2024-07-28,Islamabad
P005,Competitor_B,3512.55,2025-01-24,Islamabad
P005,Competitor_A,3463.13,2025-01-03,Lahore
P012,Competitor_A,814.42,2025-04-25,Islamabad
P007,Competitor_A,2188.35,2024-02-16,Karachi
P001,Competitor_B,1019.56,2024-09-24,Peshawar
P005,Competitor_C,3744.55,2024-06-05,Faisalabad
P004,Competitor_B,2472.37,2025-05-26,Islamabad
P005,Competitor_B,3688.07,2026-02-20,Peshawar
P008,Competitor_C,882.05,2024-06-21,Faisalabad
P008,Competitor_A,919.14,2024-07-07,Lahore
P009,Competitor_A,702.47,2024-02-04,Lahore
P001,Competitor_C,1006.82,2025-02-26,Lahore
P012,Competitor_A,776.98,2024-06-03,Islamabad
P001,Competitor_C,1033.98,2025-09-24,Peshawar
P001,Competitor_B,978.68,2024-01-07,Lahore
P009,Competitor_A,703.42,2026-01-09,Lahore
P009,Competitor_A,712.01,2025-12-15,Karachi
P002,Competitor_C,1582.48,2024-04-08,Faisalabad
P009,Competitor_C,689.74,2024-09-15,Lahore
P006,Competitor_C,1255.9,2025-02-19,Karachi
P005,Competitor_B,3512.87,2025-12-01,Lahore
P002,Competitor_A,1460.57,2025-02-19,Lahore
P011,Competitor_B,1542.95,2024-01-10,Peshawar
P011,Competitor_B,1648.49,2024-12-05,Lahore
P009,Competitor_B,728.74,2024-02-13,Faisalabad
P008,Competitor_B,876.97,2024-10-04,Islamabad
P009,Competitor_A,678.85,2025-07-31,Islamabad
P001,Competitor_C,952.88,2024-07-31,Peshawar
P002,Competitor_A,1480.01,2024-11-02,Peshawar
P011,Competitor_A,1668.76,2025-07-07,Karachi
P012,Competitor_C,760.85,2026-01-11,Islamabad
P001,Competitor_A,969.59,2024-04-10,Islamabad
P010,Competitor_B,1760.82,2026-02-26,Islamabad
P001,Competitor_B,990.5,2025-10-11,Peshawar
P004,Competitor_B,2699.34,2024-12-30,Karachi
P011,Competitor_B,1664.96,2025-08-22,Islamabad
P004,Competitor_A,2482.33,2025-12-31,Peshawar
P012,Competitor_A,765.83,2025-10-11,Islamabad
P002,Competitor_B,1438.92,2024-04-03,Islamabad
P005,Competitor_B,3407.63,2024-04-14,Peshawar
P009,Competitor_B,739.37,2025-07-22,Lahore
P006,Competitor_A,1159.03,2025-07-21,Islamabad
P007,Competitor_C,2161.2,2024-01-13,Lahore
P012,Competitor_B,785.7,2025-07-26,Peshawar
P003,Competitor_A,292.77,2024-05-22,Karachi
P002,Competitor_C,1575.34,2024-06-20,Peshawar
P002,Competitor_C,1554.87,2025-01-04,Peshawar
P010,Competitor_A,1820.64,2025-09-23,Islamabad
P001,Competitor_C,1074.96,2025-02-09,Islamabad
P008,Competitor_B,873.56,2024-12-08,Faisalabad
P003,Competitor_C,286.65,2024-11-03,Karachi
P008,Competitor_C,915.95,2024-11-17,Islamabad
P005,Competitor_B,3543.96,2026-01-22,Karachi
P006,Competitor_B,1171.0,2025-01-20,Islamabad
P002,Competitor_A,1593.41,2025-07-31,Karachi
P011,Competitor_A,1722.44,2026-02-25,Peshawar
P012,Competitor_A,825.82,2024-08-02,Lahore
P007,Competitor_B,2094.31,2025-11-20,Karachi
P005,Competitor_B,3591.04,2025-11-05,Peshawar
P002,Competitor_B,1578.88,2025-04-04,Faisalabad
P009,Competitor_A,753.16,2025-12-09,Islamabad
P012,Competitor_C,841.48,2025-07-03,Lahore
P004,Competitor_B,2598.73,2025-11-04,Lahore
P010,Competitor_A,1796.91,2025-10-22,Peshawar
P002,Competitor_A,1473.5,2024-01-11,Faisalabad
P009,Competitor_B,673.32,2025-08-17,Peshawar
P008,Competitor_C,894.6,2026-03-01,Islamabad
P001,Competitor_C,957.81,2025-05-09,Lahore
P002,Competitor_B,1550.69,2026-01-17,Peshawar
P004,Competitor_C,2549.31,2025-06-17,Peshawar
P012,Competitor_A,773.09,2025-12-14,Lahore
P012,Competitor_A,792.94,2024-04-27,Lahore
P011,Competitor_C,1684.02,2024-06-17,Karachi
P006,Competitor_B,1265.66,2025-07-27,Peshawar
P011,Competitor_B,1672.5,2024-07-07,Peshawar
P001,Competitor_A,1039.6,2026-01-25,Faisalabad
P007,Competitor_B,2297.18,2025-02-02,Islamabad
P012,Competitor_B,853.46,2024-03-05,Faisalabad
P003,Competitor_B,312.56,2025-01-09,Islamabad
P011,Competitor_C,1581.3,2025-05-16,Faisalabad
P007,Competitor_C,2230.17,2025-09-17,Islamabad
P008,Competitor_C,876.84,2025-09-24,Islamabad
P010,Competitor_B,1785.74,2025-08-27,Lahore
P004,Competitor_B,2464.48,2024-11-08,Karachi
P009,Competitor_C,748.22,2025-02-01,Peshawar
P007,Competitor_C,2135.86,2024-07-09,Karachi
P009,Competitor_C,679.11,2024-06-19,Islamabad
P008,Competitor_B,950.87,2025-09-26,Lahore
P008,Competitor_C,897.95,2024-05-19,Faisalabad
P009,Competitor_A,735.61,2025-10-30,Peshawar
P012,Competitor_C,799.42,2025-03-30,Lahore
P004,Competitor_A,2661.95,2024-10-26,Islamabad
P003,Competitor_C,318.42,2026-03-10,Peshawar
P009,Competitor_C,686.73,2025-06-07,Faisalabad
P006,Competitor_C,1149.88,2025-07-09,Faisalabad
P004,Competitor_C,2641.19,2025-03-11,Karachi
P005,Competitor_A,3563.45,2024-02-03,Lahore
P008,Competitor_B,944.59,2024-04-30,Faisalabad
P012,Competitor_A,823.76,2024-12-25,Faisalabad
P003,Competitor_B,300.98,2024-07-30,Islamabad
P009,Competitor_B,675.05,2024-10-14,Islamabad
P005,Competitor_C,3624.8,2025-08-09,Lahore
P003,Competitor_A,317.57,2026-02-07,Karachi
P012,Competitor_A,778.58,2024-05-15,Karachi
P011,Competitor_A,1562.03,2025-02-06,Islamabad
P011,Competitor_B,1559.86,2025-02-28,Lahore
P007,Competitor_A,2253.31,2025-06-11,Islamabad
P008,Competitor_B,931.98,2025-05-14,Lahore
P012,Competitor_C,824.89,2025-04-14,Faisalabad
P007,Competitor_C,2163.2,2024-08-11,Islamabad
P006,Competitor_B,1174.43,2024-10-17,Faisalabad
P008,Competitor_C,863.29,2024-12-17,Peshawar
P001,Competitor_A,1035.25,2024-05-07,Peshawar
P004,Competitor_A,2527.12,2025-12-06,Karachi
P005,Competitor_C,3352.62,2024-04-05,Karachi
P001,Competitor_C,1046.65,2025-02-09,Karachi
P007,Competitor_B,2325.1,2025-11-02,Karachi
P008,Competitor_C,861.82,2024-03-20,Peshawar
P001,Competitor_C,984.56,2024-01-09,Peshawar
P012,Competitor_A,836.37,2024-05-15,Lahore
P012,Competitor_B,768.11,2024-04-14,Islamabad
P003,Competitor_A,322.46,2025-01-26,Karachi
P002,Competitor_A,1444.74,2025-06-27,Karachi
P008,Competitor_A,917.2,2024-12-25,Peshawar
P010,Competitor_A,1755.19,2025-12-04,Lahore
P003,Competitor_C,294.7,2026-02-09,Islamabad
P007,Competitor_C,2360.99,2024-11-18,Lahore
P004,Competitor_C,2618.49,2025-07-20,Islamabad
P012,Competitor_B,837.6,2024-01-28,Faisalabad
P004,Competitor_C,2562.38,2026-02-04,Karachi
P008,Competitor_C,908.67,2025-01-30,Faisalabad
P002,Competitor_C,1508.28,2025-06-24,Islamabad
P003,Competitor_A,291.51,2025-01-31,Karachi
P008,Competitor_A,919.35,2026-02-27,Lahore
P005,Competitor_C,3478.57,2024-08-08,Peshawar
P009,Competitor_A,713.58,2024-10-20,Peshawar
P002,Competitor_C,1511.39,2025-10-17,Islamabad
P002,Competitor_B,1600.98,2024-11-13,Karachi
P009,Competitor_C,755.22,2024-11-30,Lahore
P005,Competitor_B,3709.41,2025-12-16,Karachi
P001,Competitor_B,1049.34,2024-09-07,Peshawar
P010,Competitor_B,1903.32,2025-09-15,Karachi
P002,Competitor_B,1543.64,2024-01-13,Peshawar
P006,Competitor_C,1225.12,2025-06-19,Islamabad
P003,Competitor_B,314.86,2025-01-15,Islamabad
P012,Competitor_C,786.43,2024-04-30,Islamabad
P009,Competitor_B,705.72,2024-03-06,Lahore
P008,Competitor_B,855.02,2025-04-11,Faisalabad
P003,Competitor_A,323.34,2025-01-11,Faisalabad
P011,Competitor_C,1523.39,2026-01-10,Lahore
P001,Competitor_A,1079.14,2024-01-13,Peshawar
P003,Competitor_B,285.26,2024-07-02,Peshawar
P004,Competitor_A,2444.82,2024-11-25,Islamabad
P005,Competitor_B,3334.87,2024-03-20,Lahore
P003,Competitor_C,317.07,2024-08-16,Peshawar
P002,Competitor_C,1524.7,2025-04-21,Islamabad
P002,Competitor_C,1605.55,2025-07-20,Islamabad
P010,Competitor_A,1732.06,2024-11-07,Faisalabad
P008,Competitor_B,896.61,2026-03-02,Karachi
P003,Competitor_A,295.33,2024-01-07,Islamabad
P011,Competitor_C,1571.97,2025-12-11,Peshawar
P012,Competitor_B,844.35,2026-01-14,Karachi
